USO2013,TU,month,temperature,rainfall,population,water_consumption
H2,DOMESTICO MEDIO,,27,94,27656,23.0
MX,COMERCIAL,,31,17,16124,14.0
H3,DOMESTICO MEDIO,,36,59,47791,18.0
H2,DOMESTICO MEDIO,,24,60,29047,10.0
H2,DOMESTICO MEDIO,,21,70,42393,27.0
H3,DOMESTICO MEDIO,,20,56,26162,4.0
H3,DOMESTICO MEDIO,,29,69,19549,23.0
MX,DOMESTICO MEDIO,,28,10,38799,23.0
H3,DOMESTICO RESIDENCIAL,,24,94,42198,9.0
H3,DOMESTICO MEDIO,,28,2,24406,27.0
H3,DOMESTICO RESIDENCIAL,,31,43,49687,6.0
H3,DOMESTICO MEDIO,,27,53,24499,4.0
H1,DOMESTICO MEDIO,,22,42,42478,25.0
H2,DOMESTICO MEDIO,,38,92,29160,7.0
H2,DOMESTICO BAJA,,36,37,25721,22.0
H1,DOMESTICO MEDIO,,23,71,12402,46.0
H3,DOMESTICO MEDIO,,34,40,41386,13.0
H2,DOMESTICO MEDIO,,22,35,49481,17.0
MX,DOMESTICO RESIDENCIAL,,29,99,20565,0.0
H2,DOMESTICO MEDIO,,25,13,22067,24.0
H2,DOMESTICO MEDIO,,38,88,49543,24.0
H3,DOMESTICO MEDIO,,24,40,24567,9.0
H2,DOMESTICO MEDIO,,34,93,39818,29.0
MX,DOMESTICO MEDIO,,32,9,47134,38.0
H3,DOMESTICO BAJA,,28,46,44204,15.0
H3,DOMESTICO MEDIO,,34,16,17645,0.0
MX,DOMESTICO MEDIO,,34,53,45004,55.0
H3,DOMESTICO RESIDENCIAL,,25,74,34208,5.0
H3,DOMESTICO MEDIO,,31,41,43154,9.0
H3,DOMESTICO MEDIO,,28,57,47318,5.0
H3,DOMESTICO MEDIO,,20,40,39504,23.0
H1,DOMESTICO MEDIO,,31,26,13455,26.0
H1,DOMESTICO MEDIO,,31,93,19630,18.0
H2,DOMESTICO MEDIO,,20,12,42172,10.0
MX,COMERCIAL,,26,76,13172,10.0
H1,DOMESTICO MEDIO,,29,73,26831,11.0
H3,DOMESTICO MEDIO,,20,41,14566,14.0
H3,DOMESTICO MEDIO,,29,54,49962,8.0
H1,DOMESTICO MEDIO,,37,64,42774,14.0
H3,DOMESTICO MEDIO,,24,81,10894,13.0
H2,SOCIAL,,38,97,38748,0.0
H2,DOMESTICO MEDIO,,37,36,22472,21.0
H1,DOMESTICO MEDIO,,23,27,12877,0.0
MX,DOMESTICO MEDIO,,33,77,36874,23.0
H3,SOCIAL,,23,32,39295,14.0
H2,DOMESTICO MEDIO,,34,92,18548,22.0
H3,DOMESTICO MEDIO,,25,10,28387,20.0
H3,DOMESTICO MEDIO,,34,19,19371,11.0
H2,SOCIAL,,38,91,37201,23.0
H3,DOMESTICO MEDIO,,33,63,11390,8.0
MX,COMERCIAL,,39,21,35892,4.0
H2,DOMESTICO MEDIO,,24,70,43196,32.0
H2,SOCIAL,,34,5,29731,12.0
H2,DOMESTICO MEDIO,,26,99,23257,20.0
H2,DOMESTICO MEDIO,,23,9,32012,22.0
H3,DOMESTICO MEDIO,,27,16,30656,15.0
H3,DOMESTICO MEDIO,,33,17,10260,20.0
H2,SOCIAL,,29,80,28548,15.0
H3,DOMESTICO MEDIO,,27,70,24113,30.0
H3,DOMESTICO MEDIO,,36,44,37753,26.0
H3,DOMESTICO MEDIO,,22,17,11043,4.0
MX,DOMESTICO MEDIO,,36,66,19791,33.0
H3,DOMESTICO MEDIO,,26,23,23239,6.0
MX,DOMESTICO MEDIO,,39,62,43450,13.0
H3,DOMESTICO BAJA,,33,30,28691,19.0
H2,DOMESTICO MEDIO,,27,50,29463,20.0
H3,DOMESTICO RESIDENCIAL,,28,38,14842,3.0
H3,DOMESTICO MEDIO,,35,56,18871,1.0
H3,DOMESTICO MEDIO,,35,42,16435,40.0
H3,DOMESTICO MEDIO,,31,49,26703,19.0
H2,DOMESTICO MEDIO,,30,27,12280,45.0
H3,DOMESTICO MEDIO,,25,27,24005,9.0
H1,DOMESTICO MEDIO,,31,15,11819,20.0
H2,DOMESTICO MEDIO,,27,26,15208,21.0
H3,DOMESTICO MEDIO,,20,71,17614,20.0
H3,DOMESTICO MEDIO,,36,70,27458,18.0
H3,DOMESTICO MEDIO,,32,33,40660,23.0
H2,SOCIAL,,20,59,21053,29.0
H3,DOMESTICO MEDIO,,25,62,30090,24.0
H3,DOMESTICO MEDIO,,36,71,45411,12.0
H3,DOMESTICO MEDIO,,28,10,25572,20.0
H3,DOMESTICO MEDIO,,32,34,43651,16.0
H2,DOMESTICO RESIDENCIAL,,28,69,21575,5.0
H3,DOMESTICO MEDIO,,33,31,24757,21.0
H3,DOMESTICO MEDIO,,28,85,29177,20.0
H3,DOMESTICO MEDIO,,20,37,38763,33.0
H3,DOMESTICO MEDIO,,24,79,47012,10.0
H1,DOMESTICO MEDIO,,31,28,31208,32.0
H3,DOMESTICO RESIDENCIAL,,37,62,41484,10.0
H2,DOMESTICO MEDIO,,20,17,21146,0.0
H3,DOMESTICO MEDIO,,20,36,27960,5.0
H3,DOMESTICO MEDIO,,33,1,26054,0.0
H2,DOMESTICO MEDIO,,38,14,10146,14.0
H3,DOMESTICO MEDIO,,25,25,27138,58.0
H2,DOMESTICO MEDIO,,35,59,42162,33.0
H2,DOMESTICO MEDIO,,23,56,18097,2.0
AVD,COMERCIAL,,37,10,41611,0.0
H2,DOMESTICO BAJA,,24,26,36651,20.0
H3,DOMESTICO RESIDENCIAL,,21,41,36908,12.0
H3,DOMESTICO MEDIO,,38,70,15602,20.0
MX,DOMESTICO MEDIO,,32,96,24200,9.0
H3,DOMESTICO MEDIO,,36,2,40881,11.0
MX,COMERCIAL,,24,49,34926,10.0
CU,COMERCIAL,,33,45,27560,0.0
H1,DOMESTICO MEDIO,,20,57,34337,25.0
H2,DOMESTICO MEDIO,,30,84,21157,30.0
MX,DOMESTICO MEDIO,,26,80,44527,23.0
H3,DOMESTICO MEDIO,,35,6,42321,13.0
H3,DOMESTICO MEDIO,,26,36,30105,29.0
H3,DOMESTICO MEDIO,,23,55,14252,5.0
H2,DOMESTICO MEDIO,,28,7,38363,21.0
H3,DOMESTICO MEDIO,,32,70,34597,18.0
H3,DOMESTICO RESIDENCIAL,,36,92,25765,7.0
H3,DOMESTICO MEDIO,,38,63,20584,24.0
H2,DOMESTICO MEDIO,,20,26,35961,0.0
H3,DOMESTICO MEDIO,,33,83,24096,17.0
H2,DOMESTICO MEDIO,,27,68,31416,23.0
H2,DOMESTICO MEDIO,,36,41,31116,11.0
MX,DOMESTICO MEDIO,,21,94,41572,8.0
H1,DOMESTICO MEDIO,,27,64,34680,22.0
H3,DOMESTICO MEDIO,,38,16,32200,11.0
H3,DOMESTICO RESIDENCIAL,,37,22,24345,3.0
H3,DOMESTICO MEDIO,,34,91,14238,13.0
H3,DOMESTICO MEDIO,,39,1,12714,30.0
H3,DOMESTICO MEDIO,,25,44,25607,13.0
H3,DOMESTICO MEDIO,,31,34,24972,30.0
H3,DOMESTICO MEDIO,,34,96,13557,16.0
H3,DOMESTICO MEDIO,,35,71,49588,12.0
H3,DOMESTICO MEDIO,,32,34,10634,10.0
H1,DOMESTICO MEDIO,,30,35,36550,6.0
H3,DOMESTICO MEDIO,,34,31,22126,19.0
H3,DOMESTICO MEDIO,,31,76,30738,18.0
H1,DOMESTICO MEDIO,,37,26,30010,26.0
H2,DOMESTICO MEDIO,,21,46,14433,20.0
H2,DOMESTICO MEDIO,,22,60,28140,15.0
H3,SOCIAL,,34,91,44031,1.0
H2,DOMESTICO MEDIO,,34,22,29162,19.0
H2,DOMESTICO MEDIO,,33,32,28126,7.0
H2,DOMESTICO MEDIO,,35,67,18910,4.0
H2,DOMESTICO MEDIO,,21,91,14777,11.0
H2,DOMESTICO RESIDENCIAL,,35,5,17834,1.0
H3,DOMESTICO MEDIO,,39,19,44664,12.0
H3,DOMESTICO MEDIO,,36,96,12457,11.0
H2,DOMESTICO MEDIO,,23,27,19398,11.0
H3,DOMESTICO MEDIO,,23,65,26217,13.0
MX,DOMESTICO MEDIO,,27,74,28122,23.0
H2,DOMESTICO MEDIO,,39,25,28431,21.0
MX,COMERCIAL,,26,9,41400,29.0
H2,SOCIAL,,28,19,28319,20.0
H2,DOMESTICO MEDIO,,37,16,32474,16.0
H2,DOMESTICO MEDIO,,26,85,15079,4.0
H2,DOMESTICO RESIDENCIAL,,29,57,49751,20.0
H3,DOMESTICO MEDIO,,22,75,33224,30.0
MX,SOCIAL,,33,62,19765,34.0
H3,DOMESTICO MEDIO,,25,51,22621,2.0
H3,DOMESTICO MEDIO,,29,19,27193,41.0
H3,DOMESTICO RESIDENCIAL,,21,71,28071,6.0
H3,DOMESTICO MEDIO,,35,57,27740,36.0
H3,COMERCIAL,,31,43,13748,3785.0
H3,SOCIAL,,30,60,24607,23.0
H3,DOMESTICO MEDIO,,27,44,49778,8.0
H3,SOCIAL,,37,61,13687,16.0
H2,SOCIAL,,30,95,15304,26.0
MX,COMERCIAL,,25,14,38860,39.0
H2,COMERCIAL,,36,40,38930,97.0
H2,DOMESTICO MEDIO,,21,14,24982,30.0
H3,DOMESTICO MEDIO,,35,1,46850,0.0
H1,DOMESTICO MEDIO,,27,53,27115,27.0
H2,DOMESTICO MEDIO,,22,86,46633,23.0
H2,DOMESTICO MEDIO,,24,35,48804,5.0
H3,DOMESTICO MEDIO,,22,80,26832,20.0
H2,DOMESTICO MEDIO,,25,26,25343,21.0
H2,DOMESTICO RESIDENCIAL,,30,16,37106,0.0
H2,DOMESTICO RESIDENCIAL,,35,18,34396,12.0
H3,COMERCIAL,,37,37,38250,2.0
H3,DOMESTICO RESIDENCIAL,,36,95,48771,6.0
H3,DOMESTICO RESIDENCIAL,,33,38,28132,8.0
MX,SOCIAL,,34,64,22969,13.0
H3,COMERCIAL,,21,22,23730,10.0
H3,DOMESTICO MEDIO,,21,83,44970,20.0
H2,DOMESTICO MEDIO,,20,89,38267,25.0
H3,COMERCIAL,,39,42,14651,6444.0
MX,DOMESTICO MEDIO,,26,44,27551,34.0
H2,COMERCIAL,,24,25,37214,4.0
H3,DOMESTICO MEDIO,,32,1,47725,18.0
H2,DOMESTICO RESIDENCIAL,,29,88,30395,84.0
MX,DOMESTICO MEDIO,,33,14,25361,18.0
H3,DOMESTICO MEDIO,,23,94,40935,9.0
H3,DOMESTICO MEDIO,,23,15,24780,6.0
H2,SOCIAL,,20,33,38188,14.0
H2,DOMESTICO MEDIO,,21,51,22599,25.0
H3,DOMESTICO MEDIO,,23,88,48281,18.0
H3,DOMESTICO RESIDENCIAL,,21,70,20200,6.0
H3,DOMESTICO MEDIO,,38,30,37897,10.0
H2,DOMESTICO MEDIO,,32,64,36451,21.0
H3,DOMESTICO RESIDENCIAL,,25,26,38843,13.0
H3,DOMESTICO MEDIO,,37,66,11031,19.0
H3,DOMESTICO MEDIO,,30,6,47204,34.0
H3,DOMESTICO MEDIO,,28,23,23030,11.0
H3,DOMESTICO RESIDENCIAL,,37,18,43928,14.0
H3,COMERCIAL,,21,16,46909,905.0
H2,DOMESTICO MEDIO,,23,99,15724,0.0
MX,DOMESTICO MEDIO,,34,14,23070,23.0
H3,DOMESTICO MEDIO,,26,68,14617,11.0
H2,DOMESTICO MEDIO,,26,14,41112,20.0
H3,DOMESTICO RESIDENCIAL,,27,82,27029,11.0
H3,DOMESTICO MEDIO,,23,45,22454,19.0
MX,DOMESTICO RESIDENCIAL,,21,59,30926,30.0
H3,DOMESTICO MEDIO,,31,99,30587,52.0
H3,SOCIAL,,24,49,33709,18.0
H2,SOCIAL,,33,83,44151,25.0
H3,DOMESTICO MEDIO,,37,21,10547,15.0
H3,DOMESTICO MEDIO,,35,18,49049,0.0
H3,DOMESTICO MEDIO,,23,39,45896,16.0
H2,COMERCIAL,,32,46,37588,2.0
H3,DOMESTICO MEDIO,,38,12,49038,15.0
H3,DOMESTICO MEDIO,,24,53,19602,21.0
H3,DOMESTICO MEDIO,,33,43,36176,6.0
H3,DOMESTICO MEDIO,,33,27,34194,25.0
H2,DOMESTICO MEDIO,,24,72,35012,33.0
H2,DOMESTICO RESIDENCIAL,,33,6,30045,27.0
H3,DOMESTICO MEDIO,,23,11,25483,8.0
H2,DOMESTICO MEDIO,,38,82,11763,5.0
H3,COMERCIAL,,21,47,19166,23.0
H3,DOMESTICO MEDIO,,28,4,15122,25.0
H3,DOMESTICO MEDIO,,24,52,40523,20.0
H3,DOMESTICO MEDIO,,30,56,43001,9.0
H3,DOMESTICO MEDIO,,20,77,48226,1.0
H3,DOMESTICO MEDIO,,34,96,39412,20.0
H2,DOMESTICO MEDIO,,21,77,15653,30.0
H2,DOMESTICO MEDIO,,25,82,34712,21.0
H3,DOMESTICO MEDIO,,23,50,16172,14.0
MX,DOMESTICO MEDIO,,34,68,37366,8.0
H3,DOMESTICO RESIDENCIAL,,33,52,19527,10.0
H3,SOCIAL,,25,47,32545,11.0
H3,DOMESTICO RESIDENCIAL,,23,90,39275,10.0
H3,DOMESTICO RESIDENCIAL,,20,10,44460,23.0
H3,COMERCIAL,,26,34,26716,4756.0
H2,DOMESTICO MEDIO,,34,82,43882,7.0
H2,DOMESTICO RESIDENCIAL,,24,14,21345,27.0
H3,DOMESTICO MEDIO,,20,39,39398,17.0
H3,DOMESTICO RESIDENCIAL,,23,84,29826,10.0
H3,DOMESTICO MEDIO,,36,41,26589,1.0
H2,DOMESTICO MEDIO,,26,69,34683,20.0
MX,DOMESTICO MEDIO,,20,61,35997,2.0
H2,DOMESTICO MEDIO,,37,50,49230,19.0
H1,DOMESTICO MEDIO,,22,6,31458,23.0
H3,DOMESTICO MEDIO,,24,52,16590,0.0
H3,DOMESTICO MEDIO,,39,72,31290,22.0
H2,DOMESTICO MEDIO,,20,94,25772,15.0
H3,DOMESTICO MEDIO,,28,17,41370,28.0
H3,DOMESTICO MEDIO,,21,93,36960,15.0
H3,DOMESTICO MEDIO,,28,7,25107,3.0
H2,DOMESTICO MEDIO,,27,80,49773,20.0
H3,DOMESTICO RESIDENCIAL,,22,55,39446,16.0
H3,DOMESTICO RESIDENCIAL,,37,47,12573,10.0
H3,DOMESTICO MEDIO,,29,58,41854,18.0
H3,DOMESTICO MEDIO,,35,82,49693,16.0
H3,DOMESTICO MEDIO,,39,61,25584,1.0
H3,DOMESTICO MEDIO,,25,72,27968,19.0
H3,DOMESTICO RESIDENCIAL,,22,4,27214,3.0
H3,DOMESTICO MEDIO,,32,27,44877,10.0
MX,COMERCIAL,,37,92,42070,3.0
H1,DOMESTICO MEDIO,,31,83,26354,10.0
H3,DOMESTICO MEDIO,,30,31,26074,21.0
H3,DOMESTICO MEDIO,,22,12,11171,23.0
H3,DOMESTICO MEDIO,,20,93,45503,8.0
MX,DOMESTICO MEDIO,,26,61,11859,5.0
H3,DOMESTICO MEDIO,,26,14,11399,1.0
H3,COMERCIAL,,37,56,14593,2794.0
H3,DOMESTICO MEDIO,,21,12,47978,15.0
H3,SOCIAL,,37,73,12295,5.0
H1,DOMESTICO MEDIO,,22,50,12586,5.0
H3,DOMESTICO MEDIO,,35,89,24790,16.0
H3,DOMESTICO MEDIO,,21,86,31521,16.0
H3,DOMESTICO MEDIO,,39,46,20974,30.0
H3,DOMESTICO MEDIO,,32,22,10217,9.0
H3,DOMESTICO RESIDENCIAL,,25,11,35680,10.0
H3,DOMESTICO MEDIO,,38,63,25797,24.0
H1,DOMESTICO MEDIO,,20,40,46141,42.0
H2,DOMESTICO MEDIO,,24,19,45471,22.0
H3,DOMESTICO RESIDENCIAL,,28,8,39634,16.0
H1,DOMESTICO MEDIO,,38,68,46396,50.0
H3,DOMESTICO MEDIO,,28,67,37765,0.0
H2,DOMESTICO MEDIO,,29,66,16037,0.0
H2,DOMESTICO MEDIO,,34,85,10761,13.0
RHC,COMERCIAL,,20,22,18247,3582.0
H2,DOMESTICO MEDIO,,37,96,24373,3.0
H3,DOMESTICO MEDIO,,29,58,38612,24.0
H3,DOMESTICO RESIDENCIAL,,23,66,35929,23.0
H2,DOMESTICO MEDIO,,26,4,19668,30.0
H3,DOMESTICO MEDIO,,26,45,38699,31.0
H3,DOMESTICO MEDIO,,20,3,28873,16.0
H2,DOMESTICO MEDIO,,20,4,39340,20.0
H3,DOMESTICO MEDIO,,35,75,17095,6.0
H1,SOCIAL,,37,10,29154,0.0
H2,DOMESTICO MEDIO,,35,68,23119,11.0
MX,COMERCIAL,,30,63,10788,4.0
H3,SOCIAL,,37,71,38748,8.0
H2,DOMESTICO MEDIO,,22,4,35044,15.0
MX,DOMESTICO MEDIO,,25,71,21797,24.0
H2,DOMESTICO MEDIO,,27,64,10942,6.0
H2,DOMESTICO MEDIO,,24,87,48113,14.0
MX,COMERCIAL,,23,98,33690,10.0
H2,SOCIAL,,31,46,43280,14.0
H2,COMERCIAL,,31,96,46586,3.0
H2,DOMESTICO MEDIO,,36,16,43781,24.0
H3,DOMESTICO RESIDENCIAL,,24,85,12383,18.0
H2,DOMESTICO MEDIO,,36,71,20976,22.0
H2,DOMESTICO MEDIO,,30,14,38603,26.0
H3,DOMESTICO RESIDENCIAL,,29,56,38345,0.0
H2,DOMESTICO MEDIO,,25,70,19994,15.0
MX,COMERCIAL,,24,59,10263,6.0
H3,DOMESTICO MEDIO,,30,47,21007,14.0
H3,DOMESTICO MEDIO,,32,77,35448,28.0
H3,DOMESTICO MEDIO,,22,97,30277,15.0
H3,DOMESTICO MEDIO,,28,40,48459,20.0
H3,DOMESTICO MEDIO,,24,27,40433,4.0
MX,DOMESTICO MEDIO,,27,45,22048,16.0
H3,DOMESTICO RESIDENCIAL,,30,38,25096,13.0
MX,SOCIAL,,20,46,20666,15.0
H3,DOMESTICO MEDIO,,26,93,28438,10.0
MX,COMERCIAL,,32,45,24074,3.0
H3,DOMESTICO MEDIO,,29,38,31947,20.0
CU,COMERCIAL,,34,48,25384,1.0
H3,DOMESTICO RESIDENCIAL,,39,30,22284,25.0
MX,SOCIAL,,22,76,43156,8.0
MX,DOMESTICO MEDIO,,31,26,49189,34.0
H3,DOMESTICO MEDIO,,30,36,18124,20.0
H3,DOMESTICO RESIDENCIAL,,37,14,14213,21.0
H3,DOMESTICO MEDIO,,30,49,48459,0.0
H2,DOMESTICO MEDIO,,32,64,26329,19.0
H2,DOMESTICO MEDIO,,23,39,13070,12.0
H2,DOMESTICO MEDIO,,22,52,28094,28.0
MX,COMERCIAL,,25,77,37541,20.0
H3,DOMESTICO MEDIO,,24,62,10803,14.0
H3,DOMESTICO MEDIO,,34,95,36365,20.0
H1,DOMESTICO MEDIO,,31,49,40168,2.0
H3,COMERCIAL,,30,98,43559,2.0
H3,DOMESTICO MEDIO,,27,62,15911,20.0
H2,DOMESTICO MEDIO,,28,30,12165,20.0
MX,DOMESTICO MEDIO,,23,59,37163,18.0
MX,COMERCIAL,,20,24,29600,10.0
H3,DOMESTICO MEDIO,,37,13,45575,32.0
H3,DOMESTICO MEDIO,,34,74,35327,1.0
H2,DOMESTICO MEDIO,,37,80,47499,29.0
H3,SOCIAL,,35,90,44023,14.0
H2,DOMESTICO MEDIO,,29,19,19420,5.0
H1,DOMESTICO MEDIO,,27,85,30472,13.0
H2,DOMESTICO MEDIO,,20,13,22693,4.0
H3,DOMESTICO MEDIO,,20,2,36946,20.0
H3,COMERCIAL,,36,29,49646,2620.0
H3,DOMESTICO MEDIO,,37,47,34353,19.0
H3,DOMESTICO RESIDENCIAL,,34,52,17942,14.0
H3,DOMESTICO MEDIO,,30,31,39438,6.0
H1,DOMESTICO MEDIO,,20,80,17854,9.0
H2,DOMESTICO MEDIO,,25,24,19168,27.0
H2,SOCIAL,,25,88,18470,19.0
H3,DOMESTICO RESIDENCIAL,,22,78,15488,25.0
H2,DOMESTICO RESIDENCIAL,,35,38,46758,2.0
H3,DOMESTICO MEDIO,,29,68,44866,3.0
H2,DOMESTICO MEDIO,,39,69,14946,23.0
H2,DOMESTICO MEDIO,,36,60,36248,18.0
H2,DOMESTICO MEDIO,,27,27,35622,10.0
H2,DOMESTICO MEDIO,,22,32,47626,14.0
MX,DOMESTICO MEDIO,,27,1,20581,21.0
H2,DOMESTICO MEDIO,,25,89,12287,14.0
H2,DOMESTICO MEDIO,,24,45,20136,9.0
H3,DOMESTICO RESIDENCIAL,,21,49,10677,0.0
H1,SOCIAL,,36,32,44684,12.0
H1,DOMESTICO MEDIO,,31,26,47693,26.0
H3,DOMESTICO MEDIO,,38,94,42851,23.0
H2,DOMESTICO MEDIO,,36,44,44795,9.0
MX,DOMESTICO MEDIO,,29,94,37454,6.0
H2,DOMESTICO MEDIO,,38,55,28859,25.0
H3,SOCIAL,,39,7,24897,20.0
H3,DOMESTICO MEDIO,,25,15,20210,0.0
H2,DOMESTICO MEDIO,,36,5,22249,21.0
H3,DOMESTICO RESIDENCIAL,,21,78,49027,17.0
H3,DOMESTICO MEDIO,,37,44,34797,17.0
H2,DOMESTICO MEDIO,,35,41,33663,13.0
H3,DOMESTICO MEDIO,,20,94,40402,24.0
H3,DOMESTICO MEDIO,,34,87,40858,23.0
MX,COMERCIAL,,39,93,13239,3.0
H3,DOMESTICO MEDIO,,31,11,21867,6.0
H3,DOMESTICO BAJA,,38,40,44209,0.0
H3,DOMESTICO MEDIO,,22,73,19425,6.0
H3,DOMESTICO MEDIO,,35,23,42086,22.0
H3,DOMESTICO MEDIO,,38,41,18139,52.0
H3,DOMESTICO MEDIO,,31,40,37792,0.0
H2,DOMESTICO MEDIO,,24,77,27805,21.0
MX,SOCIAL,,38,0,39139,21.0
H3,DOMESTICO MEDIO,,22,29,26392,33.0
H3,DOMESTICO RESIDENCIAL,,23,42,17993,25.0
H3,COMERCIAL,,22,87,16950,803.0
H2,DOMESTICO MEDIO,,31,40,23890,10.0
H3,DOMESTICO MEDIO,,27,64,36901,7.0
H3,DOMESTICO MEDIO,,36,81,39087,20.0
H2,COMERCIAL,,27,52,10077,0.0
H3,DOMESTICO RESIDENCIAL,,32,60,15560,20.0
MX,DOMESTICO RESIDENCIAL,,27,73,13933,26.0
MX,DOMESTICO MEDIO,,25,55,25751,5.0
H3,DOMESTICO RESIDENCIAL,,21,87,30309,10.0
H2,SOCIAL,,39,88,36508,34.0
H2,SOCIAL,,38,50,14018,24.0
H2,DOMESTICO MEDIO,,24,12,26953,13.0
H2,DOMESTICO MEDIO,,26,31,17389,16.0
H1,DOMESTICO MEDIO,,20,45,29700,6.0
H3,DOMESTICO MEDIO,,25,3,20368,16.0
H3,DOMESTICO RESIDENCIAL,,39,44,26731,21.0
H3,DOMESTICO MEDIO,,32,69,31149,25.0
H3,DOMESTICO MEDIO,,30,18,16735,21.0
H3,DOMESTICO MEDIO,,29,84,21183,10.0
H3,DOMESTICO MEDIO,,21,23,41210,28.0
H3,DOMESTICO MEDIO,,28,44,28205,32.0
H3,DOMESTICO MEDIO,,30,53,20379,1.0
H3,DOMESTICO MEDIO,,38,52,27293,5.0
H2,SOCIAL,,39,49,43832,0.0
H2,SOCIAL,,22,71,11038,17.0
H1,DOMESTICO MEDIO,,39,62,13039,63.0
H3,DOMESTICO MEDIO,,30,96,24352,21.0
H3,DOMESTICO MEDIO,,36,6,49002,3.0
H3,DOMESTICO MEDIO,,22,42,25997,24.0
MX,COMERCIAL,,22,24,21466,33.0
H3,DOMESTICO MEDIO,,30,13,34984,4.0
H3,DOMESTICO MEDIO,,31,19,38203,16.0
H1,DOMESTICO RESIDENCIAL,,21,89,23388,55.0
H2,DOMESTICO MEDIO,,34,64,18089,10.0
H2,DOMESTICO MEDIO,,24,32,37652,16.0
H3,DOMESTICO MEDIO,,29,7,27345,0.0
H2,DOMESTICO MEDIO,,27,11,22154,20.0
H2,SOCIAL,,27,65,17227,34.0
H3,DOMESTICO MEDIO,,24,23,39999,20.0
H3,DOMESTICO MEDIO,,27,54,42162,7.0
H3,DOMESTICO MEDIO,,26,58,44322,18.0
H3,DOMESTICO RESIDENCIAL,,29,83,14224,4.0
MX,DOMESTICO MEDIO,,36,12,47449,12.0
H3,DOMESTICO MEDIO,,21,60,14972,0.0
H2,DOMESTICO MEDIO,,34,70,36497,34.0
H3,DOMESTICO MEDIO,,38,15,17108,33.0
H3,DOMESTICO MEDIO,,27,80,41401,16.0
H3,DOMESTICO MEDIO,,24,92,21915,14.0
H2,DOMESTICO MEDIO,,37,19,28406,14.0
H3,DOMESTICO MEDIO,,37,28,25723,6.0
H3,DOMESTICO MEDIO,,28,16,23634,20.0
H2,DOMESTICO MEDIO,,26,88,35836,12.0
H2,DOMESTICO MEDIO,,30,17,17945,10.0
H3,SOCIAL,,35,8,17847,0.0
H2,DOMESTICO MEDIO,,24,48,32580,7.0
H3,DOMESTICO RESIDENCIAL,,23,79,26373,10.0
H3,DOMESTICO MEDIO,,28,18,40451,10.0
H3,DOMESTICO MEDIO,,24,93,34054,11.0
H3,DOMESTICO MEDIO,,35,30,48680,22.0
H3,COMERCIAL,,22,6,49842,407.0
H3,DOMESTICO MEDIO,,22,61,46047,17.0
H2,DOMESTICO RESIDENCIAL,,37,63,14896,50.0
H2,SOCIAL,,27,15,10671,14.0
H3,DOMESTICO MEDIO,,37,72,24781,16.0
H2,DOMESTICO MEDIO,,28,20,34689,21.0
H3,DOMESTICO MEDIO,,25,37,46666,1.0
H3,DOMESTICO MEDIO,,31,65,23548,20.0
H3,DOMESTICO MEDIO,,36,73,24804,0.0
H3,DOMESTICO MEDIO,,30,14,18508,20.0
H3,DOMESTICO MEDIO,,35,18,15280,13.0
H3,DOMESTICO MEDIO,,34,45,16780,21.0
MX,SOCIAL,,23,85,17508,36.0
H3,SOCIAL,,24,13,22166,29.0
H3,DOMESTICO MEDIO,,32,11,39648,20.0
H2,DOMESTICO MEDIO,,32,72,45609,20.0
H3,DOMESTICO MEDIO,,32,16,39975,10.0
H3,DOMESTICO MEDIO,,24,6,23340,16.0
H3,DOMESTICO MEDIO,,34,46,49869,10.0
MX,DOMESTICO MEDIO,,27,59,48290,50.0
IRM,COMERCIAL,,22,43,22977,69.0
H1,DOMESTICO MEDIO,,27,88,35611,29.0
MX,COMERCIAL,,29,32,48966,21.0
H3,DOMESTICO MEDIO,,24,72,27309,4.0
H1,DOMESTICO MEDIO,,39,36,48784,21.0
H3,DOMESTICO MEDIO,,36,30,21796,24.0
H2,DOMESTICO MEDIO,,25,66,15832,26.0
H3,DOMESTICO MEDIO,,21,91,27466,10.0
MX,DOMESTICO MEDIO,,29,75,25747,19.0
H3,DOMESTICO MEDIO,,39,41,26316,20.0
MX,COMERCIAL,,36,17,29378,20.0
H2,DOMESTICO MEDIO,,33,42,36881,21.0
H3,DOMESTICO MEDIO,,22,46,20353,15.0
MX,DOMESTICO MEDIO,,33,22,35155,12.0
H3,DOMESTICO MEDIO,,29,50,30306,10.0
H2,DOMESTICO MEDIO,,36,78,22740,20.0
H3,DOMESTICO MEDIO,,29,96,21286,22.0
H3,DOMESTICO MEDIO,,29,62,23432,8.0
H2,DOMESTICO MEDIO,,20,9,27155,16.0
H3,DOMESTICO MEDIO,,26,41,24356,20.0
H3,DOMESTICO RESIDENCIAL,,38,7,43089,15.0
H3,DOMESTICO MEDIO,,39,55,45840,19.0
H3,DOMESTICO MEDIO,,34,94,42413,20.0
MX,DOMESTICO MEDIO,,27,3,31000,3.0
H3,DOMESTICO MEDIO,,25,89,43220,9.0
H2,DOMESTICO MEDIO,,24,9,42944,30.0
MX,COMERCIAL,,29,85,35932,15.0
H3,DOMESTICO MEDIO,,38,98,14361,9.0
H3,DOMESTICO RESIDENCIAL,,31,9,19650,7.0
MX,DOMESTICO MEDIO,,33,43,23550,31.0
H3,DOMESTICO RESIDENCIAL,,25,28,24964,27.0
H3,DOMESTICO MEDIO,,27,82,26140,8.0
